,Unnamed: 0,Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020,ratio_yearvar_meanprice,performance category,Value category,performance category_2
3699,3699,GPK US Equity,GRAPHIC PACKAGIN,4075286528,3711,Industrial,New York,UNITED STATES,US,4.5,16.95,10.4,3/23/2020,12/18/2019,-2.33,16.32,16.65,15.77,13.86,11.73,13.17,14.41,13.88,14.21,14.2,14.02,13.78,0.456976744,neg_performers,Middle Value,moderate_negative_performance
3700,3700,COTY US Equity,COTY INC-CL A,4074603520,3712,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.266666651,13.01,2.65,9/24/2020,2/5/2020,-47.21,11.58,11.25,10.56,9.3,4.46,5.18,4.39,4.32,3.68,3.59,2.85,3.05,1.675245924,neg_performers,Middle Value,high_negative_performance
3701,3701,780 HK Equity,TONGCHENG-ELONG,4073314304,3713,Communications,Hong Kong,CHINA,KY,4.818181992,2.13,1.13,3/19/2020,8/28/2020,25.6,1.61,1.79,1.37,1.57,1.38,1.69,1.83,1.8,1.87,1.99,1.82,1.64,0.589390963,pos_performers,Middle Value,high_positive_performance
3702,3702,300418 CH Equity,BEIJING KUNLUN-A,4071396096,3714,Communications,Shenzhen,CHINA,CN,5,4.53,1.97,11/18/2019,7/13/2020,47.47,2.05,2.41,2.81,3.24,2.53,2.9,3.21,3.53,3.93,4.1,3.84,3.67,0.803767661,pos_performers,Middle Value,high_positive_performance
3703,3703,MOEX RM Equity,MOSCOW EXCHANGE,4067890176,3715,Financial,MICEX Main,RUSSIA,RU,3.857142925,2.02,0.97,3/19/2020,10/5/2020,47.68,1.66,1.74,1.74,1.5,1.23,1.59,1.65,1.6,1.89,1.87,1.88,1.65,0.63,pos_performers,Middle Value,high_positive_performance
3704,3704,VPL US Equity,VANGUARD FTSE PA,4065546240,3716,Funds,NYSE Arca,UNITED STATES,US,0,75.13,48,3/23/2020,11/16/2020,10.38,68.75,69.58,67.6,62.69,52.6,57.21,63.57,63.77,64.98,68.21,68.33,67.96,0.419941954,pos_performers,Middle Value,moderate_positive_performance
3705,3705,VCR US Equity,VANGUARD CN DI E,4064240640,3718,Funds,NYSE Arca,UNITED STATES,US,0,258.3,118.99,3/18/2020,11/9/2020,42.92,183.38,189.48,194.02,182.79,138.41,169.61,192.93,202.32,219.19,249.52,239.64,231.38,0.698683897,pos_performers,Middle Value,high_positive_performance
3706,3706,300070 CH Equity,BEIJING ORIGIN-A,4064105728,3719,Industrial,Shenzhen,CHINA,CN,4.4375,1.7,1.01,12/5/2019,3/5/2020,15.37,1.05,1.09,1.1,1.5,1.29,1.35,1.14,1.16,1.28,1.44,1.28,1.17,0.557575758,pos_performers,Middle Value,moderate_positive_performance
3707,3707,ZAG CN Equity,BMO AGGREGATE BO,4062244608,3720,Funds,Toronto,CANADA,CA,0,12.89,9.62,3/18/2020,3/9/2020,6.49,12.03,12.21,12.24,12.23,11.01,11.75,12.16,12.34,12.65,12.84,12.57,12.49,0.267813268,pos_performers,Middle Value,moderate_positive_performance
3708,3708,196170 KS Equity,ALTEOGEN INC,4061193728,3721,"Consumer, Non-cyclical",KOSDAQ,SOUTH KOREA,KR,5,191.75,17.8,11/22/2019,9/2/2020,679.45,27.31,28.94,27.52,37.36,31.16,38.47,104.8,106.18,158.74,172.56,155,139.6,2.031256082,pos_performers,Middle Value,Very_high_positive_performance
3709,3709,ALGM US Equity,ALLEGRO MICROSYS,4060680704,3722,Technology,NASDAQ GS,UNITED STATES,US,0,27.5,16.78,10/30/2020,11/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,19.75,6.513417722,no_data,Middle Value,no data
3710,3710,AFKS RM Equity,SISTEMA PJSFC,4059778560,3723,Communications,MICEX Main,RUSSIA,RU,5,0.44,0.13,3/18/2020,11/13/2020,101.39,0.24,0.25,0.29,0.25,0.16,0.19,0.23,0.24,0.27,0.29,0.28,0.32,1.235880399,pos_performers,Middle Value,Very_high_positive_performance
3711,3711,636 HK Equity,KERRY LOGISTICS,4056621568,3724,Industrial,Hong Kong,HONG KONG,BM,4.333333492,2.3,1.11,3/19/2020,11/16/2020,49.41,1.55,1.72,1.62,1.48,1.28,1.37,1.37,1.33,1.54,1.72,1.8,2.02,0.759574468,pos_performers,Middle Value,high_positive_performance
3712,3712,139480 KS Equity,E-MART INC,4056442112,3725,"Consumer, Cyclical",Korea SE,SOUTH KOREA,KR,4.625,151.82,77.3,3/19/2020,11/12/2020,24.87,107.91,110.3,90.61,89.83,82.85,98.02,93.12,87.83,95.03,106.27,121.65,129.55,0.737231753,pos_performers,Middle Value,high_positive_performance
3713,3713,NOVT US Equity,NOVANTA INC,4055074048,3726,Industrial,NASDAQ GS,UNITED STATES,CA,3.75,127.91,66.44,3/20/2020,11/9/2020,37.68,91.93,88.44,94.13,92.54,76.75,82.04,104.36,105.64,105.82,108.52,109.21,110.92,0.630299923,pos_performers,Middle Value,high_positive_performance
3714,3714,VVNT US Equity,VIVINT SMART HOM,4048790272,3727,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.857142925,32,8.51,3/20/2020,3/10/2020,108.99,10.24,10.28,14.25,22.86,12.31,10.18,12.09,17.29,15.59,17.93,18.08,15.96,1.592002711,pos_performers,Middle Value,Very_high_positive_performance
3715,3715,LESL US Equity,LESLIE'S INC,4047489280,3728,Communications,NASDAQ GS,UNITED STATES,US,0,25.84,17,10/28/2020,11/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,21.39,4.959326788,no_data,Middle Value,no data
3716,3716,2871 JP Equity,NICHIREI CORP,4046976768,3729,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,4.428571224,29.88,21.24,3/17/2020,7/14/2020,20.49,23.67,23.47,24.35,25.96,27.26,25.61,28.12,29.18,28.94,25.75,26.37,25.4,0.330106979,pos_performers,Middle Value,high_positive_performance
3717,3717,BBCA US Equity,JPM BB CANADA,4046550016,3730,Funds,Cboe BZX,UNITED STATES,US,0,26.91,15.35,3/23/2020,2/20/2020,3.03,25.46,26.01,25.9,24.64,18.06,20.7,22.31,22.63,23.87,25.23,23.98,23.31,0.491740518,pos_performers,Middle Value,moderate_positive_performance
3718,3718,371 HK Equity,BJ ENT WATER,4046069248,3731,Utilities,Hong Kong,HONG KONG,BM,4.599999905,0.53,0.35,3/19/2020,1/15/2020,-16.78,0.49,0.51,0.46,0.46,0.39,0.39,0.39,0.39,0.42,0.39,0.39,0.38,0.42687747,neg_performers,Middle Value,moderate_negative_performance
3719,3719,BJHI IN Equity,BAJAJ HOLDINGS A,4045789440,3732,Financial,Natl India,INDIA,IN,5,55.48,19.19,3/24/2020,2/5/2020,-21.91,49.09,47.32,50.51,46.72,22.91,26.86,27.34,34.04,34.58,36.25,33.45,31.07,0.98941246,neg_performers,Middle Value,high_negative_performance
3720,3720,603919 CH Equity,JINHUI LIQUOR -A,4045608192,3733,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.75,8.57,1.29,3/19/2020,11/12/2020,240.21,1.86,1.96,1.64,1.64,1.49,1.55,2.09,2.63,2.53,2.77,2.64,5.46,3.091295117,pos_performers,Middle Value,Very_high_positive_performance
3721,3721,KAZ LN Equity,KAZ MINERALS PLC,4045568768,3734,Basic Materials,London,BRITAIN,GB,3.84210515,8.63,3,3/16/2020,11/16/2020,32.14,6.29,7.04,5.75,5.4,4,4.99,6.11,6.06,7.4,7.83,6.59,8.08,0.894360604,pos_performers,Middle Value,high_positive_performance
3722,3722,3269 JP Equity,ADVANCE RESI INV,4043407360,3735,Financial,Tokyo,JAPAN,JP,2.777777672,3320.55,1883.73,3/19/2020,11/21/2019,-12.15,3232.76,3166.13,3114.94,2862.84,2711.06,3062.37,3095.37,2983.62,3162.41,2914.54,2946.47,2880.31,0.477179473,neg_performers,Middle Value,moderate_negative_performance
3723,3723,600529 CH Equity,SHANDONG PHAR-A,4042738944,3736,Industrial,Shanghai,CHINA,CN,4.75,11.02,3.03,12/2/2019,8/4/2020,70.58,3.14,3.97,4.48,5.24,4.66,5.33,6.51,7.75,10.94,7.34,6.64,6.34,1.325407797,pos_performers,Middle Value,high_positive_performance
3724,3724,JAMF US Equity,JAMF HOLDING COR,4042396672,3737,Technology,NASDAQ GS,UNITED STATES,US,4.5,51,26,7/21/2020,7/22/2020,0,0,0,0,0,0,0,0,0,38.13,41.18,36.56,32.86,2.017077926,no_data,Middle Value,no data
3725,3725,AYI US Equity,ACUITY BRANDS,4041181696,3738,Industrial,New York,UNITED STATES,US,3.200000048,143.55,67.46,3/18/2020,1/8/2020,-11.76,130.67,138,118.89,102.59,80.72,82.34,92.08,92.06,99.27,108.96,102.64,92.57,0.735886008,neg_performers,Middle Value,moderate_negative_performance
3726,3726,600516 CH Equity,FANGDA CARBON-A,4040258816,3739,Industrial,Shanghai,CHINA,CN,1.799999952,1.34,0.81,4/28/2020,1/14/2020,-9.81,1.1,1.25,1.03,1.08,0.91,0.84,0.95,0.9,1.04,0.98,0.9,0.92,0.534453782,neg_performers,Middle Value,moderate_negative_performance
3727,3727,UPWK US Equity,UPWORK INC,4038193408,3740,Communications,NASDAQ GS,UNITED STATES,US,4.571428776,33.85,5.14,3/18/2020,11/16/2020,196.76,11.17,10.67,8.96,8.44,5.99,8.53,12.21,14.98,16.82,15.29,18.68,18.84,2.287953247,pos_performers,Middle Value,Very_high_positive_performance
3728,3728,EQT US Equity,EQT CORP,4037522688,3741,Energy,New York,UNITED STATES,US,4.666666508,17.97,4.21,2/27/2020,8/10/2020,68.41,8.44,10.9,5.9,6.08,7.3,14.37,12.87,11.44,15.69,15.6,12.68,15.47,1.20754717,pos_performers,Middle Value,high_positive_performance
3729,3729,CLH US Equity,CLEAN HARBORS,4036294656,3742,Industrial,New York,UNITED STATES,US,4.400000095,88.4,29.45,3/19/2020,2/20/2020,-15.83,82.68,85.75,84.5,72.68,45.91,51.62,60.78,58.3,61.49,60,56.37,55.11,0.912550471,neg_performers,Middle Value,moderate_negative_performance
3730,3730,AGLTY KK Equity,AGILITY,4035815168,3743,"Consumer, Cyclical",Kuwait,KUWAIT,KW,3,2.46,1.15,3/17/2020,1/29/2020,3.8,2.23,2.35,2.38,2.14,1.6,1.81,1.87,2.06,2.09,2.05,2.15,2.11,0.632850242,pos_performers,Middle Value,moderate_positive_performance
3731,3731,MTG US Equity,MGIC INVT CORP,4032410368,3744,Financial,New York,UNITED STATES,US,4.545454502,15.24,4.34,3/18/2020,2/4/2020,-14.69,14.09,14.17,14.1,12.75,5.6,6.72,8.61,7.96,8.32,9.22,9.17,10.26,1.081259816,neg_performers,Middle Value,moderate_negative_performance
3732,3732,603786 CH Equity,KEBODA TECHNOL-A,4031268096,3745,"Consumer, Cyclical",Shanghai,CHINA,CN,4.800000191,12.12,6.33,12/3/2019,8/7/2020,41.32,6.64,7.49,9.17,9.69,6.63,8.14,8.34,10.04,11.62,11.22,10.33,10.25,0.634173056,pos_performers,Middle Value,high_positive_performance
3733,3733,XAD5 GR Equity,XTR GOLD ETC €,4030361088,3746,Funds,Xetra,JERSEY,JE,0,201.96,139.96,3/16/2020,8/6/2020,17.86,142.39,147.71,152.91,155.17,153.66,163.75,168.79,172.32,191.83,191.71,184.94,183.8,0.370337186,pos_performers,Middle Value,moderate_positive_performance
3734,3734,JBLU US Equity,JETBLUE AIRWAYS,4030033152,3747,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,3.444444418,21.65,6.61,3/23/2020,2/14/2020,-23.5,19.2,18.72,20.02,15.57,8.11,9.02,10.2,10.67,10.11,11.45,11.46,12,1.153005814,neg_performers,Middle Value,high_negative_performance
3735,3735,VUKE LN Equity,VANG FTSE100 £D,4028251136,3748,Funds,London,IRELAND,IE,0,44.46,25.36,3/16/2020,1/17/2020,-10.81,41.89,44.25,42.14,37.98,29.75,31.81,33.97,33.79,34.76,34.93,33.43,32.24,0.531860584,neg_performers,Middle Value,moderate_negative_performance
3736,3736,AMG US Equity,AFFIL MANAGERS,4028061952,3749,Financial,New York,UNITED STATES,US,3.181818247,89.45,44.37,3/23/2020,11/16/2020,1.36,83.5,84.74,80.25,78.36,56.15,64.97,68.28,71.25,68.29,68.2,67.47,76.51,0.623247347,pos_performers,Middle Value,moderate_positive_performance
3737,3737,000988 CH Equity,HUAGONG TECH -A,4027286528,3750,Industrial,Shenzhen,CHINA,CN,4.555555344,4.1,2.52,11/19/2019,7/9/2020,41.01,2.64,2.91,2.84,3.24,2.73,2.96,2.84,3.51,3.49,3.56,3.36,3.51,0.504389465,pos_performers,Middle Value,high_positive_performance
3738,3738,SIME MK Equity,SIME DARBY,4026976768,3752,"Consumer, Cyclical",Bursa Malays,MALAYSIA,MY,4.3125,0.62,0.35,3/16/2020,9/30/2020,6.19,0.55,0.54,0.52,0.47,0.41,0.47,0.5,0.49,0.49,0.53,0.6,0.6,0.525121556,pos_performers,Middle Value,moderate_positive_performance
3739,3739,MINT LN Equity,PIMCO US DOLLAR,4025719552,3753,Funds,London,IRELAND,IE,0,102.14,96.9,3/23/2020,2/3/2020,1.5,101.53,101.51,101.68,101.73,99.06,100.36,100.88,101.36,101.51,101.55,101.56,101.58,0.051782494,pos_performers,Middle Value,moderate_positive_performance
3740,3740,002958 CH Equity,QINGDAO RURAL -A,4024905472,3754,Financial,Shenzhen,CHINA,CN,4.5,1.12,0.58,4/24/2020,7/9/2020,-16.25,0.83,0.93,0.76,0.84,0.62,0.63,0.62,0.64,0.82,0.77,0.74,0.7,0.728089888,neg_performers,Middle Value,moderate_negative_performance
3741,3741,FTDR US Equity,FRONTDOOR IN,4022835456,3755,Industrial,NASDAQ GS,UNITED STATES,US,4.400000095,49.47,30.06,4/3/2020,11/9/2020,0.85,44.58,47.42,43.26,44.92,32.75,37.78,46.32,43.88,42.5,44.66,41.05,42.3,0.455437801,pos_performers,Middle Value,moderate_positive_performance
3742,3742,271560 KS Equity,ORION CORP/REPUB,4020114944,3756,"Consumer, Non-cyclical",Korea SE,SOUTH KOREA,KR,4.615384579,138.91,72.01,3/13/2020,8/14/2020,11.64,86.41,91.26,88.94,79.42,88.91,101.29,108.64,113.63,113.03,117.65,112.62,97.82,0.669211917,pos_performers,Middle Value,moderate_positive_performance
3743,3743,000027 CH Equity,SHENZHEN ENERG-A,4019879680,3757,Utilities,Shenzhen,CHINA,CN,4,0.89,0.61,2/4/2020,7/13/2020,14.81,0.72,0.74,0.63,0.67,0.63,0.65,0.65,0.66,0.84,0.83,0.79,0.81,0.389791183,pos_performers,Middle Value,moderate_positive_performance
3744,3744,HPP US Equity,HUDSON PACIFIC P,4018148096,3758,Financial,New York,UNITED STATES,US,4.428571224,38.81,16.14,3/23/2020,2/18/2020,-23.75,35.4,37.65,36.5,33.06,23.54,23.46,24.71,25.29,23.25,23.29,22.28,19.75,0.82893534,neg_performers,Middle Value,high_negative_performance
3745,3745,IMI LN Equity,IMI PLC,4016024832,3759,Industrial,London,BRITAIN,GB,4.047618866,16.18,7.16,3/19/2020,12/13/2019,-1.48,14.36,15.63,14.42,12.83,8.75,9.96,11.36,11.39,14.12,13.99,13.64,13.5,0.703085417,neg_performers,Middle Value,moderate_negative_performance
3746,3746,1476 TT Equity,ECLAT TEXTILE,4014588928,3760,"Consumer, Cyclical",Taiwan,TAIWAN,TW,3.909090996,15.06,6.62,3/23/2020,11/11/2020,5.6,12.88,13.49,12.75,11.66,7.81,10.09,10.42,11.52,11.47,13.01,12.37,13.29,0.719522592,pos_performers,Middle Value,moderate_positive_performance
3747,3747,2181 JP Equity,PERSOL HOLDINGS,4014412544,3761,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3.444444418,19.9,7.53,3/19/2020,2/7/2020,-4.98,18.65,18.88,18.57,13.34,9.61,11.25,13.23,13.96,12.99,15.65,16.13,15.38,0.835622608,neg_performers,Middle Value,moderate_negative_performance
3748,3748,8227 JP Equity,SHIMAMURA CO,4012854528,3762,"Consumer, Cyclical",Tokyo,JAPAN,JP,2.818181753,111.39,51.22,4/2/2020,10/28/2020,20.54,82.26,76.58,75.64,67.84,57.53,64.34,69.44,65.35,69.19,82.53,96.92,106.53,0.789848493,pos_performers,Middle Value,high_positive_performance
3749,3749,WING US Equity,WINGSTOP INC,4012610816,3763,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,4.263157845,170,44.27,3/19/2020,8/7/2020,86.56,79.05,86.23,92.22,84.8,79.77,118.19,122.16,143.29,162.55,166.19,140.34,116.55,1.084393462,pos_performers,Middle Value,high_positive_performance
3750,3750,UBSI US Equity,UNITED BANKSHS,4009656576,3764,Financial,NASDAQ GS,UNITED STATES,US,4,39.11,19.67,3/23/2020,12/20/2019,-18.36,37.81,38.66,34.3,30.62,22.62,29.11,28.81,26.6,26.64,26.12,22.2,27.04,0.665506519,neg_performers,Middle Value,moderate_negative_performance
3751,3751,QTS US Equity,QTS REALTY TRU-A,4007888384,3765,Financial,New York,UNITED STATES,US,4.666666508,72.6,42.64,3/23/2020,8/6/2020,24.71,52.56,54.27,57.6,57.7,54.9,62.85,67.41,65.96,71.67,67.53,63.37,61.09,0.487875046,pos_performers,Middle Value,high_positive_performance
3752,3752,FDR SM Equity,FLUIDRA SA,4006961152,3766,Industrial,Soc.Bol SIBE,SPAIN,ES,4.214285851,21.24,8.64,3/12/2020,11/9/2020,59.25,12.49,13.68,12.21,13.55,8.87,11.21,12.35,13.72,16.8,16.59,16.56,18.4,0.908490056,pos_performers,Middle Value,high_positive_performance
3753,3753,600535 CH Equity,TASLY PHARMAC-A,4005229312,3767,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.125,2.92,1.88,3/19/2020,9/7/2020,18.4,2.14,2.21,2.17,2.22,1.94,1.98,2.09,2.52,2.52,2.76,2.49,2.57,0.452010141,pos_performers,Middle Value,moderate_positive_performance
3754,3754,8083 HK Equity,CHINA YOUZAN LTD,4004590336,3768,Technology,Hong Kong,HONG KONG,BM,4.428571224,0.28,0.06,12/12/2019,10/16/2020,260,0.06,0.06,0.07,0.1,0.1,0.09,0.11,0.17,0.22,0.22,0.21,0.23,1.609756098,pos_performers,Middle Value,Very_high_positive_performance
3755,3755,000883 CH Equity,HUBEI ENERGY -A,3999911680,3770,Utilities,Shenzhen,CHINA,CN,5,0.62,0.48,5/22/2020,12/16/2019,4.62,0.59,0.6,0.49,0.53,0.5,0.53,0.5,0.5,0.54,0.58,0.55,0.6,0.258064516,pos_performers,Low Value,moderate_positive_performance
3756,3756,ASHM LN Equity,ASHMORE GROUP PL,3998130688,3771,Financial,London,BRITAIN,GB,2.944444418,7.57,3.26,3/23/2020,2/17/2020,-11.29,6.23,6.87,7.13,5.92,4.09,4.73,5.29,5.22,5.24,5.44,4.7,4.59,0.790221543,neg_performers,Low Value,moderate_negative_performance
3757,3757,EQTL3 BZ Equity,EQUATORIAL E-ORD,3997218304,3772,Utilities,B3 Day,BRAZIL,BR,4.066666603,6.24,2.73,3/23/2020,3/4/2020,4.25,4.88,5.67,5.87,5.77,3.12,3.34,3.68,4.5,4.77,4.49,3.8,3.47,0.789355322,pos_performers,Low Value,moderate_positive_performance
3758,3758,LOPE US Equity,GRAND CANYON EDU,3996907264,3773,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,5,106.14,57.89,3/18/2020,8/5/2020,-4,85.68,95.79,78.76,79.73,72.94,84.38,98.79,91.63,91.49,99.07,80.2,77.63,0.558831762,neg_performers,Low Value,moderate_negative_performance
3759,3759,7261 JP Equity,MAZDA MOTOR,3992384768,3774,"Consumer, Cyclical",Tokyo,JAPAN,JP,2.470588207,9.35,4.63,4/6/2020,1/20/2020,-30.99,8.96,8.63,8.36,7.03,5.03,5.38,6.47,6,5.43,6.38,5.79,5.46,0.717688799,neg_performers,Low Value,high_negative_performance
3760,3760,004020 KS Equity,HYUNDAI STEEL,3992313344,3775,Basic Materials,Korea SE,SOUTH KOREA,KR,4.241379261,30.32,9.84,3/23/2020,11/16/2020,4.01,26.85,27.21,23.03,19.98,13.66,17.64,17.64,17.02,20.22,21.51,21.15,26.61,0.973229843,pos_performers,Low Value,moderate_positive_performance
3761,3761,600685 CH Equity,CSSC OFFSHORE -A,3991958272,3776,Industrial,Shanghai,CHINA,CN,4.5,6.43,1.66,3/19/2020,7/24/2020,87.81,2.05,2.12,1.87,1.92,1.91,2.11,2.46,2.39,5.69,4.89,4.38,3.7,1.61284869,pos_performers,Low Value,high_positive_performance
3762,3762,VALMT FH Equity,VALMET OYJ,3990827264,3777,Industrial,Helsinki,FINLAND,FI,4.083333492,28.92,14.46,3/18/2020,2/6/2020,8.19,22.15,23.95,22.21,23.3,19.46,22.96,26.22,26.05,28.55,26.97,24.84,23.87,0.597253296,pos_performers,Low Value,moderate_positive_performance
3763,3763,IGG LN Equity,IG GROUP HOLDING,3990463744,3778,Financial,London,BRITAIN,GB,4.25,11.17,6.2,3/16/2020,7/7/2020,30.72,8.77,9.21,8.59,8.73,8.43,9.37,9.87,10.29,9.63,10.49,10.32,9.69,0.525972308,pos_performers,Low Value,high_positive_performance
3764,3764,CEN NZ Equity,CONTACT ENERGY,3985228032,3779,Utilities,NZX,NEW ZEALAND,NZ,3.857142925,5.7,2.59,3/23/2020,11/16/2020,23.11,4.61,4.8,4.69,4.13,3.47,3.83,3.9,4.06,3.87,4.19,4.47,4.87,0.733346433,pos_performers,Low Value,high_positive_performance
3765,3765,4958 TT Equity,ZHEN DING TECH,3984192512,3780,Industrial,Taiwan,TAIWAN,KY,4.599999905,5.15,2.4,3/19/2020,8/7/2020,-13.73,4.41,4.79,3.98,3.92,3,3.63,4.11,4.48,4.42,4.2,4.34,4.18,0.667205823,neg_performers,Low Value,moderate_negative_performance
3766,3766,BGN IM Equity,BANCA GENERALI S,3982540288,3781,Financial,BrsaItaliana,ITALY,IT,4,36.04,17.69,3/23/2020,2/14/2020,-11.17,33.38,32.48,31.81,30.41,20.66,24.9,27.4,29.33,29.94,31.48,30.65,29.19,0.626226431,neg_performers,Low Value,moderate_negative_performance
3767,3767,TOP DC Equity,TOPDANMARK A/S,3981133312,3782,Financial,Copenhagen,DENMARK,DK,3,51.99,31.49,3/17/2020,1/23/2020,-2.58,46.31,49.31,46.5,43.41,40.07,39.92,41.59,41.57,42.76,43.29,48.69,39.38,0.470543229,neg_performers,Low Value,moderate_negative_performance
3768,3768,SWON SW Equity,SOFTWAREONE HOLD,3978902272,3783,Technology,SIX-SW,SWITZERLAND,CH,4.666666508,31.47,13.23,3/23/2020,9/3/2020,28.58,20.02,25.62,23.81,21.7,19.12,19.32,22.11,24.48,24.97,29.61,28.52,24.23,0.77203626,pos_performers,Low Value,high_positive_performance
3769,3769,BYD US Equity,BOYD GAMING CORP,3975289344,3784,"Consumer, Cyclical",New York,UNITED STATES,US,4.384615421,38.38,6.44,3/18/2020,11/9/2020,23.73,29.25,29.94,30.42,26.21,13.02,16.23,22.08,20.25,24.92,27.65,31.44,31.5,1.265326335,pos_performers,Low Value,high_positive_performance
3770,3770,SPTM US Equity,SPDR PORT 1500,3975204608,3785,Funds,NYSE Arca,UNITED STATES,US,0,44.68,26.59,3/23/2020,11/9/2020,16.27,38.63,39.86,40.09,38.11,29.99,34.53,37.39,37.97,40.2,43,41.17,40.47,0.470470948,pos_performers,Low Value,moderate_positive_performance
3771,3771,RXL FP Equity,REXEL SA,3973873920,3786,"Consumer, Cyclical",EN Paris,FRANCE,FR,3.764705896,14.53,5.26,3/19/2020,2/17/2020,-4.4,12.32,13.28,12.19,12.19,6.6,9.39,10.56,11.59,12.2,13.44,12.53,10.7,0.812030075,neg_performers,Low Value,moderate_negative_performance
3772,3772,WTS US Equity,WATTS WATER TE-A,3972927744,3787,Industrial,New York,UNITED STATES,US,3.222222328,119.9,69.02,3/23/2020,11/16/2020,22.85,96.25,99.76,100.54,95.63,74.81,82.02,82.25,79.51,85.99,96.5,101,113.62,0.551106618,pos_performers,Low Value,high_positive_performance
3773,3773,MTC TB Equity,MUANGTHAI CAPITA,3971485440,3788,Financial,Bangkok,THAILAND,TH,3.950000048,2.22,0.9,3/25/2020,2/6/2020,-9.28,1.97,2.14,2.07,1.75,0.9,1.46,1.74,1.7,1.57,1.6,1.59,1.82,0.779911374,neg_performers,Low Value,moderate_negative_performance
3774,3774,6049 HK Equity,POLY PROPERTY SE,3968542976,3789,Financial,Hong Kong,CHINA,CN,4.448276043,11.98,5.23,12/19/2019,5/18/2020,0,0,6,7.13,8.51,8.73,10.6,11.46,10.06,10.71,8.65,7.75,7.1,0.837642192,no_data,Low Value,no data
3775,3775,600201 CH Equity,JINYU BIO-TECH-A,3968054016,3790,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.588235378,4.48,2.52,12/11/2019,8/10/2020,14.49,2.64,2.69,2.68,3.19,2.99,3.39,3.47,3.9,4.2,4.17,3.98,3.47,0.576894776,pos_performers,Low Value,moderate_positive_performance
3776,3776,6370 JP Equity,KURITA WATER IND,3967093760,3791,Industrial,Tokyo,JAPAN,JP,4.666666508,34.53,18.7,3/17/2020,9/28/2020,19.77,28.75,29.96,29.77,26.2,23.67,27.48,27.73,27.55,27.26,31.17,32.78,30.38,0.554304056,pos_performers,Low Value,moderate_positive_performance
3777,3777,3698 HK Equity,HUISHANG BANK-H,3966777344,3792,Financial,Hong Kong,CHINA,CN,2.5,0.41,0.32,7/28/2020,11/19/2019,-14.63,0.38,0.37,0.37,0.37,0.36,0.36,0.35,0.35,0.33,0.33,0.33,0.34,0.254716981,neg_performers,Low Value,moderate_negative_performance
3778,3778,CBG TB Equity,CARABAO GROUP PC,3962201600,3793,"Consumer, Non-cyclical",Bangkok,THAILAND,TH,4.571428776,4.32,1.45,3/13/2020,8/10/2020,49.22,2.72,2.82,2.81,2.21,1.86,2.43,3.08,3.38,4.02,3.93,3.72,3.55,0.942786751,pos_performers,Low Value,high_positive_performance
3779,3779,ICUI US Equity,ICU MEDICAL,3961656832,3794,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.25,236.51,158.01,3/17/2020,4/27/2020,1.75,187.84,187.12,188.96,200.77,202.55,217.82,202.32,182.55,183.78,197.98,180.27,181.02,0.407266816,pos_performers,Low Value,moderate_positive_performance
3780,3780,601099 CH Equity,PACIFIC SECURI-A,3961040384,3795,Financial,Shanghai,CHINA,CN,,0.73,0.41,2/4/2020,7/9/2020,21.07,0.47,0.54,0.45,0.54,0.46,0.46,0.46,0.45,0.63,0.62,0.6,0.56,0.615384615,pos_performers,Low Value,high_positive_performance
3781,3781,BAKKA NO Equity,BAKKAFROST P/F,3958662144,3796,"Consumer, Non-cyclical",Oslo,FAROE ISLANDS,FO,3.666666746,79.34,42.9,3/16/2020,2/20/2020,-3.03,66.78,73.96,70.78,61.13,50.45,48.99,62.83,63.39,62.1,62.79,65.73,55.71,0.587236786,neg_performers,Low Value,moderate_negative_performance
3782,3782,ORBIA* MM Equity,ORBIA ADVANCE CO,3957885184,3797,Basic Materials,BMV Mexico,MEXICO,MX,4.75,2.76,0.95,3/23/2020,1/13/2020,-1.99,2.14,2.13,2.35,2.11,1.05,1.15,1.48,1.48,1.62,1.69,1.68,1.75,1.052835676,neg_performers,Low Value,moderate_negative_performance
3783,3783,552 HK Equity,CHINA COMM SER-H,3957826816,3798,Industrial,Hong Kong,CHINA,CN,4.5625,0.86,0.55,11/2/2020,3/5/2020,-16.91,0.66,0.73,0.68,0.8,0.71,0.71,0.67,0.62,0.66,0.66,0.59,0.57,0.461538462,neg_performers,Low Value,moderate_negative_performance
