Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020
ESI US Equity,ELEMENT SOLUTION,3189050112,4509,Basic Materials,New York,UNITED STATES,US,4.285714149,13.04,5.35,3/18/2020,11/16/2020,6.99,11.47,11.68,11.87,10.72,8.09,9.99,10.93,10.63,11.44,11.07,10.6,11.87
002541 CH Equity,ANHUI HONGLU-A,3187972096,4510,Industrial,Shenzhen,CHINA,CN,4.888888836,8.16,1.18,11/18/2019,8/19/2020,359.53,1.41,1.52,1.44,1.88,2.03,2.34,3.45,4.17,6.97,7.04,6.23,5.69
VNET US Equity,21VIANET-ADR,3184833024,4511,Communications,NASDAQ GS,CHINA,KY,5,30.44,6.31,12/27/2019,7/9/2020,215.5,6.81,7.25,9.82,15.06,13.45,14.11,14.96,25.25,24.15,24.63,23.83,23.4
BE US Equity,BLOOM ENERGY C-A,3182699008,4512,Industrial,New York,UNITED STATES,US,3.444444418,23.38,3,3/18/2020,10/9/2020,194.04,6.27,7.47,8.64,8.87,4.46,7.35,8.4,10.48,13.66,16.45,17.28,12.99
XMUS GR Equity,XMSCI USA SW,3182365184,4513,Funds,Xetra ETF,LUXEMBOURG,LU,0,103.51,60.38,3/23/2020,11/9/2020,10.88,85.59,89.32,89.7,85.31,67.89,80.84,84.83,87.16,92.61,99.76,95.68,93.52
300212 CH Equity,BEIJING E-HUAL-A,3182338816,4514,Technology,Shenzhen,CHINA,CN,5,7.31,3.56,11/25/2019,7/15/2020,14.02,3.6,4,3.99,5.56,4.86,5.64,5.75,6.65,6.19,5.72,5.13,4.67
WTFC US Equity,WINTRUST FINL,3181502208,4515,Financial,NASDAQ GS,UNITED STATES,US,4.166666508,71.95,22.02,3/19/2020,12/20/2019,-15.23,67.25,70.9,64.53,55.79,30.7,39.83,42.56,41.66,42.46,43.44,40.99,50.23
002706 CH Equity,SHANGHAI LIANG-A,3180168704,4516,Industrial,Shenzhen,CHINA,CN,4.923077106,4.54,1.06,2/4/2020,11/5/2020,253.1,1.11,1.21,1.07,1.49,1.74,1.84,2.03,2.36,3.63,3.68,3.92,4.03
MANT US Equity,MANTECH INTL-A,3177244672,4517,Technology,NASDAQ GS,UNITED STATES,US,3.75,93.99,55.25,3/23/2020,2/20/2020,-3.76,77.35,79.88,81.61,78.74,71.55,75.36,76.89,68.63,70.45,75.01,69.51,66.25
956 HK Equity,CHINA SUNTIEN-H,3176695552,4518,Utilities,Hong Kong,CHINA,CN,4.909090996,0.38,0.16,3/24/2020,7/14/2020,-0.44,0.28,0.29,0.26,0.24,0.17,0.23,0.24,0.23,0.29,0.26,0.26,0.24
SPIE FP Equity,SPIE SA,3175772160,4520,Industrial,EN Paris,FRANCE,FR,4.833333492,21.27,8.45,3/18/2020,2/20/2020,-12.27,19.91,20.36,19.47,18.92,10.35,15.14,16.04,14.72,16.64,17.04,17.99,16.37
000559 CH Equity,WANXIANG QIAN-A,3174590464,4521,"Consumer, Cyclical",Shenzhen,CHINA,CN,#N/A N/A,0.97,0.67,5/29/2020,1/14/2020,34.64,0.72,0.77,0.76,0.84,0.73,0.7,0.68,0.69,0.9,0.84,0.86,0.92
INCO IJ Equity,VALE INDONESIA T,3168475392,4522,Basic Materials,Indonesia,INDONESIA,ID,4.136363506,0.34,0.08,3/20/2020,10/14/2020,42.12,0.22,0.26,0.24,0.18,0.12,0.17,0.19,0.19,0.23,0.27,0.25,0.29
000402 CH Equity,FINANCIAL ST-A,3168364032,4523,Financial,Shenzhen,CHINA,CN,4.375,1.19,0.89,5/25/2020,1/2/2020,-3.88,1.11,1.17,0.96,1.03,0.92,0.98,0.94,0.97,1,1.01,0.96,1.01
ZOT SM Equity,ZARDOYA OTIS,3165560832,4524,Industrial,Soc.Bol SIBE,SPAIN,ES,4.125,8.07,5.84,10/13/2020,1/20/2020,-13.15,7.61,7.88,7.63,7.59,6.64,6.98,7.22,6.87,6.6,6.91,6.1,6.14
SCT LN Equity,SOFTCAT PLC,3165529600,4525,Technology,London,BRITAIN,GB,3,19.51,9.64,3/19/2020,9/2/2020,3.45,14.27,15.27,15.32,13.44,12.8,14.05,14.15,13.89,16.95,18.94,15.24,14.2
600528 CH Equity,CHINA RAILWAY-A,3164738560,4526,Industrial,Shanghai,CHINA,CN,5,1.65,1.21,2/4/2020,12/31/2019,-6.1,1.43,1.65,1.33,1.54,1.33,1.39,1.32,1.3,1.38,1.41,1.33,1.35
IGF US Equity,ISHARES GLOBAL I,3161707776,4527,Funds,NASDAQ GM,UNITED STATES,US,0,49.93,28.19,3/23/2020,2/19/2020,-5.7,46.36,47.91,48.7,45.52,32.13,35.86,39.82,38.41,39.33,39.71,38.81,38.73
BHE IN Equity,BHARAT ELECTRON,3160743680,4528,Industrial,Natl India,INDIA,IN,4.208333492,1.58,0.74,3/24/2020,8/14/2020,-4.72,1.44,1.4,1.17,1,0.9,0.95,0.92,1.17,1.29,1.48,1.31,1.19
300861 CH Equity,YANGLING METRO-A,3159129600,4529,Industrial,Shenzhen,CHINA,CN,5,12.34,6.32,9/11/2020,8/26/2020,0,0,0,0,0,0,0,0,0,0,7.56,6.98,7.71
BMCH US Equity,BMC STOCK HOLDIN,3157449984,4530,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,4.199999809,48.04,13.38,3/18/2020,11/9/2020,65.34,29.13,28.69,28.65,26.1,16.91,20.16,25.27,24.21,28.37,40.43,43.25,42.5
EMLC US Equity,VANECK EM LCL BD,3156606464,4531,Funds,NYSE Arca,UNITED STATES,US,0,34.08,26.02,3/20/2020,1/10/2020,2.67,32.83,34.01,33.45,32.5,27.67,28.59,31,30.76,31.38,31.6,30.85,30.59
PFIZ IN Equity,PFIZER LTD,3156313600,4532,"Consumer, Non-cyclical",Natl India,INDIA,IN,4.222222328,79.43,46.76,3/13/2020,11/10/2020,33.44,58.53,59.28,57.71,58.46,51.8,64.61,53.17,52.63,58.47,63.63,66.93,66.9
VID SM Equity,VIDRALA,3155514880,4533,Industrial,Soc.Bol SIBE,SPAIN,ES,3.416666746,113.8,70.34,3/23/2020,1/22/2020,14.71,94.08,100.07,101.11,94.87,84.49,85.29,90.1,91.08,105.74,100.81,104.81,96.05
CPA US Equity,COPA HOLDIN-CL A,3155479296,4534,"Consumer, Cyclical",New York,PANAMA,PA,4.157894611,114,24,3/19/2020,2/13/2020,-29.35,103.1,108.08,99.83,86.63,38.18,42.6,46.74,50,40.78,52.64,51.25,47.82
123 HK Equity,YUEXIU PROPERTY,3155450880,4535,Financial,Hong Kong,HONG KONG,HK,4.818181992,0.24,0.16,3/19/2020,1/2/2020,-0.38,0.21,0.23,0.2,0.21,0.18,0.19,0.19,0.18,0.18,0.19,0.19,0.19
SUN SP Equity,SUNTEC REIT,3155108352,4536,Financial,Singapore,SINGAPORE,SG,3.176470518,1.4,0.71,3/23/2020,1/10/2020,-11.51,1.35,1.37,1.32,1.22,0.82,0.99,1.09,1.03,0.95,1.03,1.09,1
FELE US Equity,FRANKLIN ELEC CO,3154692096,4537,Industrial,NASDAQ GS,UNITED STATES,US,3.799999952,70,41.25,3/25/2020,11/9/2020,27.13,54.73,57.32,58.82,52.81,42.24,48.87,50.91,51.25,55.12,60,58.88,62.13
002595 CH Equity,SHANDONG HIMIL-A,3154169856,4538,Industrial,Shenzhen,CHINA,CN,4.833333492,4.46,2.26,4/28/2020,9/17/2020,38.57,2.67,2.71,2.68,3.21,2.31,2.56,2.61,2.84,3.14,3.8,3.94,3.71
MCRB US Equity,SERES THERAPEUTI,3153539328,4539,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.5,38,2.52,3/12/2020,11/6/2020,754.67,3.77,3.45,3.44,3.23,3.29,3.5,5.13,4.8,4.09,25.89,27.7,29.51
600155 CH Equity,POLARIS BAY GR-A,3152024576,4540,Financial,Shanghai,CHINA,CN,3,2.33,1.53,2/4/2020,7/10/2020,2.98,1.74,2.01,1.63,1.91,1.72,1.6,1.63,1.75,1.98,2.02,1.84,1.77
8454 TT Equity,MOMO.COM,3151544832,4541,"Consumer, Cyclical",Taiwan,TAIWAN,TW,3.799999952,27.78,9.01,11/29/2019,7/8/2020,138.25,9.39,9.71,10.27,12.06,13.58,16.16,19.54,25.04,22.08,25.44,24.23,24.27
STL US Equity,STERLING BANCORP,3150585088,4542,Financial,New York,UNITED STATES,US,4.833333492,21.63,7.01,3/23/2020,12/18/2019,-20.92,20.36,21.08,20.2,17.7,9.22,11.47,12.58,11.03,11.19,11.62,10.69,13.69
MGC US Equity,VANGUARD MEGA CA,3149745664,4543,Funds,NYSE Arca,UNITED STATES,US,0,129.39,77.64,3/23/2020,11/9/2020,19.67,108.14,111.72,113.09,108.13,87.02,99.88,107.83,110.14,116.62,126.5,120.82,117.31
576 HK Equity,ZHEJIANGEXPRE-H,3148524032,4544,"Consumer, Non-cyclical",Hong Kong,CHINA,CN,5,0.97,0.59,3/23/2020,12/17/2019,-16.85,0.87,0.91,0.83,0.77,0.68,0.75,0.71,0.71,0.75,0.68,0.72,0.69
3481 TT Equity,INNOLUX,3148194048,4545,Technology,Taiwan,TAIWAN,TW,5,0.37,0.16,3/23/2020,9/7/2020,36.58,0.26,0.28,0.31,0.26,0.19,0.22,0.21,0.27,0.29,0.32,0.32,0.35
TOP TB Equity,THAI OIL PCL,3145268480,4546,Energy,Bangkok,THAILAND,TH,3.142857075,2.44,0.78,3/19/2020,1/6/2020,-27.88,2.25,2.34,1.65,1.31,0.94,1.26,1.41,1.47,1.33,1.28,1.06,1.1
000733 CH Equity,CHINA ZHENHUA-A,3143922944,4547,Communications,Shenzhen,CHINA,CN,4.846153736,7.77,2.06,11/27/2019,8/10/2020,189.53,2.22,2.46,2.44,3.59,2.7,2.88,3.1,3.14,5.66,6.65,6.6,6.15
MMB FP Equity,LAGARDERE SCA,3143440640,4548,Communications,EN Paris,FRANCE,FR,2.583333254,33.48,8.94,3/17/2020,10/8/2020,1,21.99,21.79,18.83,16.58,13.22,16.26,14.36,14.38,15.51,19.75,28.73,22.13
3866 HK Equity,BANK OF QINGD-H,3143184384,4549,Financial,Hong Kong,CHINA,CN,4,0.89,0.56,9/21/2020,12/9/2019,-23.38,0.83,0.78,0.72,0.69,0.69,0.69,0.67,0.64,0.61,0.61,0.59,0.58
BYRCS IN Equity,BAYER CROPSCIENC,3142280704,4550,Basic Materials,Natl India,INDIA,IN,3.181818247,89.71,38.55,3/25/2020,9/21/2020,37.4,52.92,50.7,59.69,59.71,43.5,56.68,67.91,79.2,73.33,78.53,79.76,72.13
EIDX US Equity,EIDOS THERAPEUTI,3139837184,4551,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3,82.78,28.39,3/16/2020,11/16/2020,39.43,55.54,57.39,54.35,52.41,45.23,41.35,48.9,48.04,40.98,42.08,52.08,71.33
CDLX US Equity,CARDLYTICS INC,3138906112,4552,Technology,NASDAQ GM,UNITED STATES,US,3.25,116,27.33,3/18/2020,11/16/2020,101.59,58.91,62.86,84.94,85.73,32.47,44.76,73.06,66.84,72.73,79.76,71.55,76.46
QTEC US Equity,FIRST TR 100 TCH,3133512448,4553,Funds,NASDAQ GM,UNITED STATES,US,0,131.49,60.33,3/12/2020,11/9/2020,36.03,93.78,100.1,102.12,97.51,80.3,91.7,102.96,108.91,116.85,124.42,119.39,116.19
CBK KK Equity,COMMERCIAL BK KU,3131791616,4554,Financial,Kuwait,KUWAIT,KW,1,1.83,1.51,6/16/2020,1/16/2020,0,1.69,1.75,1.69,1.63,1.6,1.62,1.61,1.62,1.63,1.64,1.64,1.63
000031 CH Equity,GRANDJOY-A,3131511552,4555,Financial,Shenzhen,CHINA,CN,4.875,1.08,0.68,11/2/2020,1/14/2020,-30.34,0.99,1.03,0.81,0.84,0.75,0.76,0.7,0.75,0.81,0.81,0.68,0.68
FORM US Equity,FORMFACTOR INC,3130731520,4556,Technology,NASDAQ GS,UNITED STATES,US,4.75,40.46,16.35,3/23/2020,11/16/2020,72.81,22.78,25.97,25.75,22.65,18.96,22.52,25.26,29.32,30.52,26.8,25.89,29.24
3197 JP Equity,SKYLARK HOLDINGS,3125743104,4558,"Consumer, Cyclical",Tokyo,JAPAN,JP,1.799999952,20.65,12.38,4/6/2020,12/4/2019,-27.02,20.33,19.65,18.27,15.69,14.28,15.03,16.38,15.16,14.13,15.67,14.21,14.32
SULA11 BZ Equity,SUL AMERICA-UNIT,3124841216,4559,Financial,B3 Day,BRAZIL,BR,3.909090996,16.17,4.47,3/18/2020,1/21/2020,-15,12.74,14.91,14.73,11.84,6.52,8.15,8.45,8.71,9.41,8.28,7.29,6.96
SCRVP BB Equity,SCR-SIBELCO-AUC,3124524288,4560,Basic Materials,EN Brussels,BELGIUM,BE,0,7124.4,5930.1,4/21/2020,2/25/2020,-4.27,6423.5,6728.4,6635.4,6763.9,6555,6153.28,6344.1,6195.2,6696.93,7100.73,7047,6744.24
004990 KS Equity,LOTTE CORP,3124358656,4561,"Consumer, Non-cyclical",Korea SE,SOUTH KOREA,KR,4.428571224,38.47,15.91,3/20/2020,4/29/2020,-3.83,30.31,33.69,28.65,24.35,18.71,32.76,28.43,26.22,25.54,25.43,24.59,25.38
601717 CH Equity,ZHENGZHOU COAL-A,3124034048,4562,Industrial,Shanghai,CHINA,CN,4.599999905,1.91,0.65,4/28/2020,11/10/2020,109.91,0.86,0.93,0.83,0.86,0.77,0.73,0.73,0.83,0.95,1.35,1.38,1.55
600562 CH Equity,GLARUN TECHNOL-A,3123396352,4563,"Consumer, Cyclical",Shanghai,CHINA,CN,5,3.3,1.71,2/4/2020,8/7/2020,18.91,1.94,2.06,1.81,1.99,1.89,2.08,2,2.07,2.79,2.66,2.76,2.63
UNI IM Equity,UNIPOL GRUPPO SP,3123029760,4564,Financial,BrsaItaliana,ITALY,IT,4.555555344,6.01,2.66,3/19/2020,2/20/2020,-26.75,5.75,5.73,5.09,4.85,3.42,3.45,3.53,3.86,4.21,4.85,4.38,3.77
YKBNK TI Equity,YAPI KREDI,3122916096,4565,Financial,Istanbul,TURKEY,TR,4.5,0.53,0.25,3/23/2020,2/7/2020,23.9,0.42,0.42,0.49,0.38,0.28,0.3,0.35,0.35,0.31,0.28,0.28,0.26
LCII US Equity,LCI INDUSTRIES,3121634048,4567,"Consumer, Cyclical",New York,UNITED STATES,US,4.375,131.71,55.29,4/3/2020,8/4/2020,22.42,105.17,107.13,110.04,98.64,60.93,83.41,98.38,115,130.75,116.3,111.19,113.26
RXT US Equity,RACKSPACE TECHNO,3120575488,4568,Communications,NASDAQ GS,UNITED STATES,US,5,22.75,15.25,8/7/2020,9/1/2020,0,0,0,0,0,0,0,0,0,0,21,19.01,16.24
BIDI4 BZ Equity,BANCO INTER SA-P,3120401152,4569,Financial,B3 Day,BRAZIL,BR,2.714285612,4.63,1.12,3/19/2020,9/3/2020,50.39,3.55,3.9,3.9,3.43,1.94,1.7,2.32,2.9,4.02,4.23,3.49,2.87
WCC US Equity,WESCO INTL,3119669760,4570,"Consumer, Cyclical",New York,UNITED STATES,US,4.230769157,63,13.52,3/18/2020,11/16/2020,18.57,52.24,59.39,48.5,41.57,22.35,26.95,34.41,32.57,39.35,47.98,44.67,43.95
600256 CH Equity,GUANGHUI ENERG-A,3118892800,4571,Energy,Shanghai,CHINA,CN,4,0.51,0.34,4/28/2020,1/8/2020,-5.61,0.46,0.48,0.42,0.42,0.36,0.36,0.37,0.38,0.42,0.43,0.42,0.44
SABR US Equity,SABRE CORP,3118753280,4572,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3,23.25,3.3,3/23/2020,1/17/2020,-52.53,22.44,22.44,21.8,13.42,4.96,7,7.5,8.29,7.64,6.6,6.84,6.68
KBCA BB Equity,KBC ANCORA,3118401024,4573,Financial,EN Brussels,BELGIUM,BE,5,52.09,23.6,3/17/2020,2/14/2020,-26.11,49.22,50.19,49.61,43.92,27.68,35.21,34.06,33.81,34.19,36.14,31.48,28.77
ALMRAKEZ AB Equity,ARABIAN CENTRES,3118200576,4574,Financial,Saudi Arabia,SAUDI ARABIA,SA,3.5,8.51,4.47,3/16/2020,1/20/2020,-8.06,7.43,7.92,8.13,7.01,5.56,6.4,5.72,5.89,6.21,6.88,7.04,6.45
CWST US Equity,CASELLA WASTE,3118036992,4575,Industrial,NASDAQ GS,UNITED STATES,US,4.333333492,61.77,34.35,3/16/2020,10/16/2020,41.25,45.88,46.03,50.85,49.42,35.85,44.97,50.87,52.38,56.91,56.95,56.72,54.63
600578 CH Equity,BEIJING JINGNE-A,3117961984,4576,Utilities,Shanghai,CHINA,CN,5,0.51,0.36,2/4/2020,7/21/2020,6.96,0.43,0.45,0.37,0.4,0.38,0.41,0.41,0.41,0.47,0.47,0.45,0.44
600460 CH Equity,HANGZHOU SILAN-A,3113854976,4577,Technology,Shanghai,CHINA,CN,5,3.07,1.88,4/28/2020,2/24/2020,0.22,2.2,2.22,2.17,2.54,2.05,2.01,2.07,2.11,2.87,2.46,2.37,2.27
SXT US Equity,SENSIENT TECHNOL,3111121920,4578,Basic Materials,New York,UNITED STATES,US,3.5,75.3,38.24,4/3/2020,11/9/2020,15.24,63.41,66.09,61.24,50.89,41.27,47.15,50.31,51.68,52.87,56.86,58.47,67.3
1951 JP Equity,KYOWA EXEO CORP,3110211584,4579,Industrial,Tokyo,JAPAN,JP,4.25,26.98,17.75,3/17/2020,12/9/2019,-2.18,26.38,25.47,25.21,22.34,21.26,24.55,22.94,23.45,23.84,25.14,25.98,23.49
SPTS US Equity,SPDR-PORT S/T T,3109937920,4580,Funds,NYSE Arca,UNITED STATES,US,0,31.39,29.9,12/23/2019,3/18/2020,3.23,29.95,29.96,30.07,30.31,30.68,30.69,30.71,30.69,30.73,30.7,30.71,30.69
000623 CH Equity,JILIN AODONG P-A,3109649664,4581,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,#N/A N/A,2.77,2.09,2/3/2020,7/9/2020,13.61,2.2,2.37,2.09,2.44,2.19,2.18,2.17,2.25,2.52,2.57,2.46,2.48
JJSF US Equity,J & J SNACK FOOD,3105842944,4582,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4,189.83,105.67,3/23/2020,11/26/2019,-14.93,184.25,184.27,165.21,163.97,112.46,123.41,131.11,124.33,123.56,135.42,131.9,137.92
BHF US Equity,BRIGHTHOUSE FINA,3105799936,4583,Financial,NASDAQ GS,UNITED STATES,US,2.636363745,48.25,12.05,3/18/2020,2/11/2020,-15.59,40.6,39.23,39.51,37.46,21.2,24.71,30.69,26.21,28.71,30.48,27.76,32.58
R US Equity,RYDER SYSTEM INC,3104013568,4584,Industrial,New York,UNITED STATES,US,3.666666746,58.24,22.62,4/3/2020,11/16/2020,18.91,52.55,54.31,48.37,37.48,24.6,34.94,35.39,36.3,36.11,42.28,42.14,49.69
JET2 LN Equity,JET2 PLC,3102009344,4585,"Consumer, Cyclical",London,BRITAIN,GB,5,25.3,2.13,3/19/2020,2/19/2020,-6.61,18.96,22.46,21.93,14.32,5.9,7.63,11.16,10.02,8.85,9.3,9.06,10.57
VONV US Equity,VANG RUS 1000 V,3101260544,4586,Funds,NASDAQ GM,UNITED STATES,US,0,121.82,73.92,3/23/2020,2/12/2020,1.17,116.75,119.85,117.77,110.19,83.09,93.96,100.76,98.72,103.02,107.25,104.09,104.35
3M IN Equity,3M INDIA LTD,3100487936,4587,Diversified,Natl India,INDIA,IN,4,353.65,205.72,3/25/2020,2/11/2020,-4.18,309.91,304.4,317.53,277.11,241.2,255.71,238.95,246.4,278.1,273.15,248.95,257.88
AOTHAIM AB Equity,ABDULLAH AL OTHA,3100469248,4588,"Consumer, Cyclical",Saudi Arabia,SAUDI ARABIA,SA,3.25,37.59,18.31,3/9/2020,10/21/2020,69.51,19.95,21.99,24.25,21.8,24.25,26.54,31.38,29.75,31.57,33.81,34.61,35.3
OVV US Equity,OVINTIV INC,3100139264,4589,Energy,New York,UNITED STATES,US,3.214285612,25,2.1,3/18/2020,1/3/2020,-33.3,19.4,23.45,15.55,11.43,2.66,5.59,8.39,9.42,9.9,11.19,7.4,9.72
EVN AV Equity,EVN AG,3099463936,4590,Utilities,Vienna,AUSTRIA,AT,4.199999809,20.05,12.04,3/16/2020,2/11/2020,-5.79,18.07,19.4,19.42,16.93,14.6,15.65,17.12,16.83,16.57,16.71,16.8,15.86
MDC US Equity,MDC HOLDINGS INC,3096760832,4591,"Consumer, Cyclical",New York,UNITED STATES,US,4,52.5,15.75,3/18/2020,10/16/2020,24.44,38.91,38.16,43.57,41.23,20.01,28.81,34,34.31,45.01,45.5,48.38,44.5
002382 CH Equity,BLUE SAIL MEDI-A,3096591616,4592,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,5,5.48,1.71,12/30/2019,7/14/2020,61.37,1.75,1.74,2.21,2.57,2.3,2.28,3.44,4.14,4.75,3.97,3.55,3.36
ZAINKSA AB Equity,MOBILE TELECOMMU,3096091392,4593,Communications,Saudi Arabia,SAUDI ARABIA,SA,2.888888836,4.05,2.26,3/9/2020,10/15/2020,9.38,3.05,3.19,3.46,2.71,2.63,3.31,3.01,3.19,3.07,3.17,3.64,3.34
CNYB NA Equity,ISH CNY BOND $D,3095775232,4594,Funds,EN Amsterdam,IRELAND,IE,0,5.34,4.85,1/3/2020,11/9/2020,9.14,4.96,5.01,5.05,5.11,5.09,5.19,5.05,4.99,5.03,5.11,5.17,5.23
KBH US Equity,KB HOME,3095710976,4595,"Consumer, Cyclical",New York,UNITED STATES,US,3.6875,42.2,9.82,3/19/2020,10/16/2020,4.77,33.8,34.27,37.83,34.29,16.52,25.17,33.77,29.36,33.96,36.85,39.71,33.31
1958 HK Equity,BAIC MOTOR-H,3091451904,4596,"Consumer, Cyclical",Hong Kong,CHINA,CN,3.391304255,0.61,0.32,3/19/2020,11/19/2019,-27.26,0.55,0.57,0.49,0.49,0.38,0.44,0.4,0.43,0.49,0.49,0.41,0.37
FBU NZ Equity,FLETCHER BLDG,3091080960,4597,Industrial,NZX,NEW ZEALAND,NZ,3.615384579,3.88,1.74,3/23/2020,1/24/2020,4.23,3.37,3.43,3.56,3.24,2.07,2.17,2.2,2.38,2.23,2.33,2.58,2.79
ETRN US Equity,EQUITRANS MIDSTR,3087835648,4598,Energy,New York,UNITED STATES,US,4,13.81,3.75,3/19/2020,1/7/2020,-10.74,9.53,13.36,9.96,6.65,4.93,8.25,8.04,8.34,9.75,10.05,8.12,7.17
016360 KS Equity,SAMSUNG SECS CO,3087270400,4599,Financial,Korea SE,SOUTH KOREA,KR,4.75,35.39,16.23,3/23/2020,12/24/2019,12.59,30.52,33.39,29.37,27.66,22.03,24.59,23.24,21.94,24.11,26.1,26.31,28.64
IEEM LN Equity,ISHARES MSCI EM,3086978048,4600,Funds,London,IRELAND,IE,0,47.38,28.47,3/18/2020,11/9/2020,14.62,39.9,43.04,40.8,39.27,31.72,34.02,36.77,38.82,41.87,43.17,42.32,43.26
UNVR US Equity,UNIVAR SOLUTIONS,3086081792,4601,"Consumer, Cyclical",New York,UNITED STATES,US,4.111111164,24.77,6.4,3/18/2020,12/13/2019,-23.85,23.12,24.24,21.86,17.31,10.01,13.46,15.83,16.66,17.86,18.57,17.1,17.57
6770 JP Equity,ALPS ALPINE CO L,3085060096,4602,Industrial,Tokyo,JAPAN,JP,4.25,24.23,7.28,3/23/2020,12/13/2019,-41.27,22.81,22.94,17.67,15.14,9.28,9.67,12.73,12.78,13.3,16.55,13.34,13.59
600282 CH Equity,NANJING IRON-A,3083695104,4603,Basic Materials,Shanghai,CHINA,CN,4.416666508,0.56,0.38,6/12/2020,6/18/2020,14.51,0.46,0.5,0.41,0.46,0.44,0.45,0.4,0.46,0.48,0.47,0.45,0.45
BEZQ IT Equity,BEZEQ THE ISRAEL,3083568896,4604,Communications,Tel Aviv,ISRAEL,IL,4.599999905,1.23,0.5,3/12/2020,10/7/2020,24.97,0.82,0.8,0.75,0.72,0.7,0.71,0.9,0.99,1.02,1.14,1.16,1.1
SAFM US Equity,SANDERSON FARMS,3082905088,4605,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.666666746,179.45,102.13,3/16/2020,12/19/2019,-16.41,164.63,176.22,138.82,124.48,115.38,135.51,127.32,111.11,110.46,118.64,119.5,130.36
SIPCHEM AB Equity,SAHARA INTERNATI,3081626880,4606,Basic Materials,Saudi Arabia,SAUDI ARABIA,SA,2.444444418,4.97,2.94,3/17/2020,1/14/2020,-1.86,4.13,4.78,4.48,3.97,3.26,4.09,3.88,3.84,3.88,4.23,4.52,3.96
6196 HK Equity,BANK OF ZHENGZ-H,3081294848,4607,Financial,Hong Kong,CHINA,CN,#N/A N/A,0.34,0.21,10/8/2020,1/2/2020,-17.38,0.3,0.33,0.29,0.29,0.26,0.25,0.24,0.23,0.24,0.24,0.23,0.24
601958 CH Equity,JINDUICHENG -A,3080736768,4608,Basic Materials,Shanghai,CHINA,CN,4.142857075,1.19,0.8,11/2/2020,1/14/2020,-7.92,1.02,1.15,0.93,0.95,0.85,0.84,0.86,0.88,0.98,0.92,0.87,0.84
NWE US Equity,NORTHWESTERN COR,3079936256,4609,Utilities,NASDAQ GS,UNITED STATES,US,3.857142925,80.52,45.06,3/23/2020,2/19/2020,-12.26,71.02,71.67,77.34,74.33,55.71,56.07,60.45,55.41,55.72,51.5,49.01,53.65
BLUE US Equity,BLUEBIRD BIO INC,3079722240,4610,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.416666508,99.36,38.95,3/17/2020,1/17/2020,-40.32,80.24,87.75,87.32,73.84,42.51,50.77,64.38,61.02,62.78,57.25,53.85,53.09
AB US Equity,ALLIANCEBERNSTEI,3078547968,4611,Financial,New York,UNITED STATES,US,4,36.06,13.24,3/19/2020,2/20/2020,18.61,28.61,30.26,33.24,32.64,16.97,21.75,25.55,26.62,28.23,28.67,26.82,29.2
7735 JP Equity,SCREEN HOLDINGS,3078033152,4612,Industrial,Tokyo,JAPAN,JP,3.352941275,75.9,28.63,3/23/2020,1/17/2020,-14.98,69.7,68.94,54.84,51.04,35.07,46.26,46.94,46.55,50.33,49.14,52.77,52.84
603236 CH Equity,QUECTEL WIRELE-A,3076766976,4613,Communications,Shanghai,CHINA,CN,4.8125,34.55,15.22,12/3/2019,2/25/2020,48.64,15.9,17.46,19.15,29.06,19.11,24.89,26.1,28.85,28.65,30.1,29.26,27.03
000009 CH Equity,CHINA BAOAN-A,3076300032,4614,Industrial,Shenzhen,CHINA,CN,5,1.6,0.63,11/18/2019,7/13/2020,68.42,0.64,0.89,0.83,1.11,0.85,0.93,0.99,1.21,1.24,1.13,1.03,1.16
002867 CH Equity,CHOW TAI SENG -A,3074231808,4615,"Consumer, Cyclical",Shenzhen,CHINA,CN,4.826086998,5.01,2.38,4/29/2020,7/14/2020,55.88,2.55,2.73,2.62,2.8,2.54,2.52,2.92,3.21,4.2,3.89,3.67,4.05
600100 CH Equity,TSINGHUA TONG-A,3074021376,4616,Technology,Shanghai,CHINA,CN,#N/A N/A,1.52,0.95,11/2/2020,2/24/2020,-14.85,1.14,1.26,1.13,1.33,1.13,1.03,1.07,1.03,1.17,1.17,1.04,0.97
BEZ LN Equity,BEAZLEY PLC,3073235968,4617,Financial,London,BRITAIN,GB,3.933333397,7.92,3.4,11/2/2020,2/11/2020,-29.31,6.84,7.37,7,6.77,4.44,4.89,4.87,5.25,5.56,5.76,4.11,3.79
